VALUES,ACTIONS,ARGUMENTS,AVERAGE LENGTH,DIALOGUE SUCCESS,CONSENSUS SUCCESS,DIALOGUE SCORE,CONSENSUS SCORE
2,2,2,5.3333335,0.6,0.2,3.0,3.0
2,2,4,15.0,0.2,0.2,3.0,3.0
2,2,6,3.5,0.8,0.2,2.5,3.0
2,2,8,4.5,0.8,0.4,2.5,3.0
2,4,2,2.6666667,0.6,0.0,1.0,NaN
2,4,4,2.4,1.0,0.2,2.2,3.0
2,4,6,8.5,0.4,0.0,2.0,NaN
2,4,8,4.25,0.8,0.0,1.5,NaN
2,4,10,8.5,0.4,0.2,2.0,3.0
2,4,12,4.3333335,0.6,0.6,3.0,3.0
2,4,14,14.5,0.4,0.2,1.0,3.0
2,4,16,3.75,0.8,0.4,2.0,3.0
2,6,2,5.5,0.4,0.2,3.0,3.0
2,6,4,4.25,0.8,0.0,2.5,NaN
2,6,6,3.25,0.8,0.2,1.0,3.0
2,6,8,2.2,1.0,0.4,2.2,3.0
2,6,10,3.5,0.8,0.4,2.5,3.0
2,6,12,5.3333335,0.6,0.4,1.6666666,3.0
2,6,14,5.6666665,0.6,0.2,1.0,3.0
2,6,16,8.666667,0.6,0.0,2.3333333,NaN
2,6,18,5.6666665,0.6,0.4,2.3333333,3.0
2,6,20,19.5,0.4,0.2,2.0,3.0
2,6,22,2.2,1.0,0.4,2.2,3.0
2,6,24,2.4,1.0,1.0,3.0,3.0
2,8,2,2.6,1.0,0.0,2.2,NaN
2,8,4,2.25,0.8,0.4,2.0,3.0
2,8,6,3.0,1.0,0.4,1.8,3.0
2,8,8,5.3333335,0.6,0.2,2.3333333,3.0
2,8,10,3.6,1.0,0.2,2.2,3.0
2,8,12,4.0,0.6,0.2,1.0,3.0
2,8,14,2.75,0.8,0.2,1.5,3.0
2,8,16,5.0,0.8,0.4,3.0,3.0
2,8,18,3.4,1.0,0.6,2.2,3.0
2,8,20,5.25,0.8,0.4,2.0,3.0
2,8,22,3.0,1.0,0.6,2.6,3.0
2,8,24,8.666667,0.6,0.2,2.3333333,3.0
2,8,26,2.2,1.0,0.8,2.6,3.0
2,8,28,4.6,1.0,0.6,1.8,3.0
2,8,30,2.2,1.0,0.4,2.2,3.0
2,8,32,18.0,0.6,0.2,3.0,3.0
4,2,2,3.5,0.4,0.2,2.0,3.0
4,2,4,4.0,0.6,0.0,2.3333333,NaN
4,2,6,6.5,0.4,0.4,3.0,3.0
4,2,8,10.0,0.2,0.0,1.0,NaN
4,2,10,6.5,0.4,0.4,3.0,3.0
4,2,12,18.0,0.2,0.0,3.0,NaN
4,2,14,29.0,0.2,0.2,1.0,3.0
4,2,16,14.0,0.4,0.4,3.0,3.0
4,4,2,3.3333333,0.6,0.2,3.0,3.0
4,4,4,2.2,1.0,0.2,1.8,3.0
4,4,6,5.0,0.6,0.0,1.6666666,NaN
4,4,8,6.0,0.6,0.2,2.3333333,3.0
4,4,10,3.0,0.6,0.2,2.3333333,3.0
4,4,12,10.0,0.4,0.2,2.0,3.0
4,4,14,6.0,0.6,0.0,1.6666666,NaN
4,4,16,4.6666665,0.6,0.0,1.0,NaN
4,4,18,4.3333335,0.6,0.4,2.3333333,3.0
4,4,20,18.0,0.4,0.2,2.0,3.0
4,4,22,2.2,1.0,0.4,2.2,3.0
4,4,24,10.333333,0.6,0.2,1.6666666,3.0
4,4,26,8.333333,0.6,0.4,2.3333333,3.0
4,4,28,12.0,0.4,0.4,3.0,3.0
4,4,30,2.6,1.0,0.4,2.2,3.0
4,4,32,13.666667,0.6,0.2,2.3333333,3.0
4,6,2,2.75,0.8,0.2,2.5,3.0
4,6,4,4.6666665,0.6,0.0,1.6666666,NaN
4,6,6,2.6,1.0,0.2,2.6,3.0
4,6,8,4.75,0.8,0.0,2.0,NaN
4,6,10,5.6666665,0.6,0.0,3.0,NaN
4,6,12,4.0,1.0,0.2,2.2,3.0
4,6,14,5.3333335,0.6,0.2,1.6666666,3.0
4,6,16,7.3333335,0.6,0.2,1.6666666,3.0
4,6,18,4.5,0.8,0.4,2.5,3.0
4,6,20,10.333333,0.6,0.0,3.0,NaN
4,6,22,3.0,0.8,0.2,1.5,3.0
4,6,24,13.5,0.4,0.2,2.0,3.0
4,6,26,7.6666665,0.6,0.2,2.3333333,3.0
4,6,28,4.6666665,0.6,0.4,2.3333333,3.0
4,6,30,6.0,0.8,0.6,2.5,3.0
4,6,32,4.6,1.0,0.0,1.8,NaN
4,6,34,5.0,0.8,0.4,2.0,3.0
4,6,36,7.25,0.8,0.4,2.5,3.0
4,6,38,11.0,0.6,0.2,2.3333333,3.0
4,6,40,18.333334,0.6,0.6,2.3333333,3.0
4,6,42,15.333333,0.6,0.2,2.3333333,3.0
4,6,44,6.6666665,0.6,0.4,2.3333333,3.0
4,6,46,27.5,0.4,0.2,1.0,3.0
4,6,48,7.0,0.8,0.2,1.0,3.0
4,8,2,5.0,0.6,0.2,3.0,3.0
4,8,4,2.6,1.0,0.0,2.2,NaN
4,8,6,3.25,0.8,0.0,1.5,NaN
4,8,8,3.5,0.8,0.2,1.5,3.0
4,8,10,2.2,1.0,0.6,2.2,3.0
4,8,12,5.6666665,0.6,0.2,2.3333333,3.0
4,8,14,4.5,0.8,0.2,2.0,3.0
4,8,16,6.6666665,0.6,0.2,2.3333333,3.0
4,8,18,3.0,0.8,0.0,1.0,NaN
4,8,20,2.8,1.0,0.2,1.4,3.0
4,8,22,3.5,0.8,0.0,1.5,NaN
4,8,24,5.5,0.8,0.0,1.0,NaN
4,8,26,4.75,0.8,0.6,2.5,3.0
4,8,28,4.0,0.8,0.8,3.0,3.0
4,8,30,8.5,0.8,0.6,2.0,3.0
4,8,32,5.5,0.8,0.0,2.0,NaN
4,8,34,2.2,1.0,0.6,2.2,3.0
4,8,36,5.5,0.8,0.4,2.5,3.0
4,8,38,14.333333,0.6,0.4,2.3333333,3.0
4,8,40,6.6666665,0.6,0.2,2.3333333,3.0
4,8,42,9.25,0.8,0.4,2.0,3.0
4,8,44,4.0,1.0,0.4,2.6,3.0
4,8,46,9.5,0.8,0.2,1.5,3.0
4,8,48,4.5,0.8,0.6,2.5,3.0
4,8,50,10.0,0.8,0.4,2.5,3.0
4,8,52,15.0,0.6,0.2,2.3333333,3.0
4,8,54,13.333333,0.6,0.0,1.6666666,NaN
4,8,56,15.666667,0.6,0.6,3.0,3.0
4,8,58,19.666666,0.6,0.2,1.6666666,3.0
4,8,60,11.75,0.8,0.4,2.5,3.0
4,8,62,8.5,0.8,0.0,2.5,NaN
4,8,64,13.0,0.6,0.6,3.0,3.0
6,2,2,2.25,0.8,0.4,2.0,3.0
6,2,4,3.0,0.8,0.4,2.0,3.0
6,2,6,3.5,0.4,0.2,2.0,3.0
6,2,8,4.25,0.8,0.4,2.5,3.0
6,2,10,10.0,0.4,0.0,2.0,NaN
6,2,12,16.0,0.4,0.0,2.0,NaN
6,2,14,14.5,0.4,0.2,3.0,3.0
6,2,16,13.5,0.4,0.0,2.0,NaN
6,2,18,8.333333,0.6,0.6,3.0,3.0
6,2,20,7.25,0.8,0.4,2.5,3.0
6,2,22,35.0,0.2,0.0,1.0,NaN
6,2,24,48.0,0.2,0.2,3.0,3.0
6,4,2,4.0,0.6,0.0,1.6666666,NaN
6,4,4,4.6666665,0.6,0.2,3.0,3.0
6,4,6,3.6666667,0.6,0.0,1.6666666,NaN
6,4,8,4.6666665,0.6,0.0,2.3333333,NaN
6,4,10,2.6,1.0,0.4,1.8,3.0
6,4,12,3.75,0.8,0.2,2.0,3.0
6,4,14,11.0,0.4,0.2,3.0,3.0
6,4,16,2.2,1.0,0.2,1.8,3.0
6,4,18,8.0,0.6,0.2,1.6666666,3.0
6,4,20,16.5,0.4,0.4,2.0,3.0
6,4,22,4.25,0.8,0.2,2.0,3.0
6,4,24,9.333333,0.6,0.4,1.6666666,3.0
6,4,26,4.25,0.8,0.2,2.5,3.0
6,4,28,7.6666665,0.6,0.2,2.3333333,3.0
6,4,30,19.5,0.4,0.2,1.0,3.0
6,4,32,22.0,0.4,0.2,3.0,3.0
6,4,34,Infinity,0.0,0.0,NaN,NaN
6,4,36,6.75,0.8,0.2,1.5,3.0
6,4,38,16.0,0.4,0.2,2.0,3.0
6,4,40,19.333334,0.6,0.2,2.3333333,3.0
6,4,42,15.0,0.6,0.4,2.3333333,3.0
6,4,44,4.2,1.0,0.0,1.8,NaN
6,4,46,26.5,0.4,0.2,2.0,3.0
6,4,48,25.0,0.4,0.0,1.0,NaN
6,6,2,3.25,0.8,0.2,2.5,3.0
6,6,4,4.5,0.4,0.0,1.0,NaN
6,6,6,4.3333335,0.6,0.2,2.3333333,3.0
6,6,8,2.8,1.0,0.2,2.2,3.0
6,6,10,4.25,0.8,0.0,2.0,NaN
6,6,12,2.2,1.0,0.0,1.4,NaN
6,6,14,5.0,0.8,0.0,1.0,NaN
6,6,16,11.0,0.4,0.2,2.0,3.0
6,6,18,8.333333,0.6,0.2,2.3333333,3.0
6,6,20,6.6666665,0.6,0.4,2.3333333,3.0
6,6,22,7.0,0.6,0.2,2.3333333,3.0
6,6,24,10.5,0.4,0.0,2.0,NaN
6,6,26,3.4,1.0,0.4,2.2,3.0
6,6,28,8.75,0.8,0.2,1.5,3.0
6,6,30,29.0,0.2,0.2,3.0,3.0
6,6,32,2.2,1.0,0.6,2.2,3.0
6,6,34,21.0,0.4,0.2,2.0,3.0
6,6,36,8.5,0.8,0.2,2.0,3.0
6,6,38,4.0,1.0,0.0,1.8,NaN
6,6,40,5.5,0.8,0.2,1.5,3.0
6,6,42,25.0,0.4,0.2,2.0,3.0
6,6,44,8.666667,0.6,0.4,1.6666666,3.0
6,6,46,6.25,0.8,0.6,3.0,3.0
6,6,48,2.0,1.0,0.8,2.6,3.0
6,6,50,9.333333,0.6,0.4,2.3333333,3.0
6,6,52,7.0,0.8,0.4,2.0,3.0
6,6,54,4.6,1.0,0.8,3.0,3.0
6,6,56,8.0,0.6,0.2,3.0,3.0
6,6,58,7.75,0.8,0.4,2.0,3.0
6,6,60,4.4,1.0,0.4,2.6,3.0
6,6,62,3.0,1.0,0.6,2.6,3.0
6,6,64,31.0,0.4,0.4,3.0,3.0
6,6,66,13.333333,0.6,0.4,2.3333333,3.0
6,6,68,11.25,0.8,0.2,2.5,3.0
6,6,70,8.25,0.8,0.2,2.0,3.0
6,6,72,16.666666,0.6,0.2,2.3333333,3.0
6,8,2,2.2,1.0,0.2,1.8,3.0
6,8,4,2.5,0.8,0.0,1.5,NaN
6,8,6,3.0,1.0,0.0,2.2,NaN
6,8,8,2.75,0.8,0.6,2.0,3.0
6,8,10,7.0,0.6,0.0,1.6666666,NaN
6,8,12,2.6,1.0,0.4,3.0,3.0
6,8,14,6.0,0.6,0.2,1.6666666,3.0
6,8,16,3.4,1.0,0.2,1.8,3.0
6,8,18,32.0,0.2,0.2,3.0,3.0
6,8,20,4.0,0.8,0.4,1.5,3.0
6,8,22,6.3333335,0.6,0.0,1.6666666,NaN
6,8,24,8.0,0.6,0.2,1.6666666,3.0
6,8,26,21.0,0.4,0.0,2.0,NaN
6,8,28,5.25,0.8,0.2,2.0,3.0
6,8,30,3.2,1.0,0.4,2.2,3.0
6,8,32,7.3333335,0.6,0.4,1.6666666,3.0
6,8,34,22.5,0.4,0.2,3.0,3.0
6,8,36,13.666667,0.6,0.4,2.3333333,3.0
6,8,38,5.75,0.8,0.4,2.0,3.0
6,8,40,12.333333,0.6,0.4,2.3333333,3.0
6,8,42,8.0,0.6,0.4,2.3333333,3.0
6,8,44,7.0,0.6,0.4,3.0,3.0
6,8,46,4.5,0.8,0.6,3.0,3.0
6,8,48,4.0,1.0,0.4,3.0,3.0
6,8,50,8.75,0.8,0.2,2.0,3.0
6,8,52,8.75,0.8,0.0,1.5,NaN
6,8,54,20.0,0.6,0.0,1.6666666,NaN
6,8,56,6.4,1.0,0.6,2.2,3.0
6,8,58,5.4,1.0,0.4,2.2,3.0
6,8,60,13.0,0.6,0.2,1.6666666,3.0
6,8,62,5.75,0.8,0.2,1.5,3.0
6,8,64,8.75,0.8,0.4,2.5,3.0
6,8,66,23.333334,0.6,0.2,3.0,3.0
6,8,68,8.0,0.8,0.6,2.0,3.0
6,8,70,6.0,1.0,0.4,1.8,3.0
6,8,72,12.0,0.8,0.2,2.0,3.0
6,8,74,5.2,1.0,0.4,3.0,3.0
6,8,76,8.25,0.8,0.0,1.5,NaN
6,8,78,24.333334,0.6,0.2,2.3333333,3.0
6,8,80,7.5,0.8,0.4,2.5,3.0
6,8,82,68.0,0.2,0.0,1.0,NaN
6,8,84,35.0,0.4,0.0,2.0,NaN
6,8,86,28.666666,0.6,0.4,3.0,3.0
6,8,88,15.75,0.8,0.0,3.0,NaN
6,8,90,14.666667,0.6,0.2,2.3333333,3.0
6,8,92,10.75,0.8,0.8,3.0,3.0
6,8,94,5.0,1.0,0.4,2.2,3.0
6,8,96,21.5,0.4,0.4,3.0,3.0
8,2,2,6.0,0.4,0.2,2.0,3.0
8,2,4,6.0,0.6,0.0,2.3333333,NaN
8,2,6,3.25,0.8,0.4,2.0,3.0
8,2,8,11.0,0.4,0.2,2.0,3.0
8,2,10,13.0,0.4,0.2,2.0,3.0
8,2,12,14.0,0.4,0.4,3.0,3.0
8,2,14,7.6666665,0.6,0.4,2.3333333,3.0
8,2,16,4.3333335,0.6,0.2,1.6666666,3.0
8,2,18,14.5,0.4,0.2,3.0,3.0
8,2,20,51.0,0.2,0.2,3.0,3.0
8,2,22,9.666667,0.6,0.4,2.3333333,3.0
8,2,24,16.0,0.2,0.2,3.0,3.0
8,2,26,15.0,0.6,0.4,3.0,3.0
8,2,28,Infinity,0.0,0.0,NaN,NaN
8,2,30,2.6666667,0.6,0.6,2.3333333,3.0
8,2,32,9.5,0.4,0.4,3.0,3.0
8,4,2,8.0,0.4,0.0,2.0,NaN
8,4,4,3.75,0.8,0.2,2.0,3.0
8,4,6,4.3333335,0.6,0.2,2.3333333,3.0
8,4,8,3.0,1.0,0.2,2.6,3.0
8,4,10,3.25,0.8,0.2,2.5,3.0
8,4,12,7.3333335,0.6,0.4,3.0,3.0
8,4,14,10.5,0.4,0.2,2.0,3.0
8,4,16,7.3333335,0.6,0.2,2.3333333,3.0
8,4,18,27.0,0.2,0.0,3.0,NaN
8,4,20,7.0,0.6,0.2,2.3333333,3.0
8,4,22,6.25,0.8,0.4,2.5,3.0
8,4,24,6.0,0.8,0.2,2.0,3.0
8,4,26,54.0,0.2,0.0,3.0,NaN
8,4,28,2.6,1.0,0.4,2.2,3.0
8,4,30,13.333333,0.6,0.0,2.3333333,NaN
8,4,32,5.75,0.8,0.4,2.5,3.0
8,4,34,18.666666,0.6,0.2,1.6666666,3.0
8,4,36,22.5,0.4,0.0,2.0,NaN
8,4,38,23.5,0.4,0.2,2.0,3.0
8,4,40,4.0,0.8,0.2,2.0,3.0
8,4,42,8.0,0.8,0.2,2.5,3.0
8,4,44,8.0,0.6,0.4,2.3333333,3.0
8,4,46,25.0,0.4,0.2,2.0,3.0
8,4,48,100.0,0.2,0.0,1.0,NaN
8,4,50,87.0,0.2,0.2,3.0,3.0
8,4,52,2.8,1.0,0.8,3.0,3.0
8,4,54,34.0,0.4,0.2,2.0,3.0
8,4,56,2.2,1.0,0.6,2.6,3.0
8,4,58,70.0,0.2,0.0,1.0,NaN
8,4,60,20.333334,0.6,0.6,3.0,3.0
8,4,62,15.666667,0.6,0.4,3.0,3.0
8,4,64,23.0,0.4,0.4,2.0,3.0
8,6,2,3.0,0.8,0.2,3.0,3.0
8,6,4,4.3333335,0.6,0.0,1.0,NaN
8,6,6,9.0,0.4,0.0,2.0,NaN
8,6,8,4.0,0.6,0.0,1.0,NaN
8,6,10,9.5,0.4,0.2,2.0,3.0
8,6,12,23.0,0.2,0.0,3.0,NaN
8,6,14,11.0,0.4,0.0,2.0,NaN
8,6,16,2.8,1.0,0.2,2.2,3.0
8,6,18,4.5,0.8,0.0,2.0,NaN
8,6,20,8.333333,0.6,0.2,1.6666666,3.0
8,6,22,9.333333,0.6,0.0,1.0,NaN
8,6,24,6.3333335,0.6,0.4,3.0,3.0
8,6,26,4.75,0.8,0.2,1.5,3.0
8,6,28,12.5,0.4,0.2,3.0,3.0
8,6,30,6.0,0.6,0.6,3.0,3.0
8,6,32,10.0,0.6,0.4,2.3333333,3.0
8,6,34,6.75,0.8,0.6,3.0,3.0
8,6,36,14.0,0.6,0.2,1.6666666,3.0
8,6,38,10.666667,0.6,0.4,2.3333333,3.0
8,6,40,8.666667,0.6,0.4,3.0,3.0
8,6,42,6.75,0.8,0.0,2.5,NaN
8,6,44,7.0,0.8,0.4,2.0,3.0
8,6,46,13.0,0.6,0.4,3.0,3.0
8,6,48,9.666667,0.6,0.2,2.3333333,3.0
8,6,50,4.2,1.0,0.2,1.8,3.0
8,6,52,14.666667,0.6,0.2,2.3333333,3.0
8,6,54,71.0,0.2,0.0,3.0,NaN
8,6,56,77.0,0.2,0.2,3.0,3.0
8,6,58,18.333334,0.6,0.2,1.6666666,3.0
8,6,60,2.0,1.0,0.4,1.8,3.0
8,6,62,19.666666,0.6,0.4,1.6666666,3.0
8,6,64,14.666667,0.6,0.2,1.6666666,3.0
8,6,66,7.0,0.8,0.6,2.5,3.0
8,6,68,8.666667,0.6,0.6,3.0,3.0
8,6,70,12.0,0.8,0.4,2.0,3.0
8,6,72,16.666666,0.6,0.4,2.3333333,3.0
8,6,74,8.75,0.8,0.4,1.5,3.0
8,6,76,39.0,0.4,0.2,3.0,3.0
8,6,78,27.5,0.4,0.0,2.0,NaN
8,6,80,12.0,0.6,0.0,1.6666666,NaN
8,6,82,8.0,0.8,0.8,3.0,3.0
8,6,84,36.0,0.4,0.2,3.0,3.0
8,6,86,31.0,0.4,0.0,1.0,NaN
8,6,88,56.5,0.4,0.2,1.0,3.0
8,6,90,13.333333,0.6,0.4,2.3333333,3.0
8,6,92,10.333333,0.6,0.4,2.3333333,3.0
8,6,94,5.25,0.8,0.4,2.5,3.0
8,6,96,131.0,0.2,0.2,3.0,3.0
8,8,2,2.4,1.0,0.0,1.8,NaN
8,8,4,5.0,0.6,0.0,3.0,NaN
8,8,6,3.3333333,0.6,0.2,3.0,3.0
8,8,8,4.0,0.8,0.0,1.5,NaN
8,8,10,3.25,0.8,0.0,1.0,NaN
8,8,12,24.0,0.2,0.2,3.0,3.0
8,8,14,9.5,0.4,0.0,2.0,NaN
8,8,16,3.0,0.8,0.2,2.0,3.0
8,8,18,3.0,1.0,0.0,2.2,NaN
8,8,20,10.0,0.6,0.0,1.6666666,NaN
8,8,22,19.5,0.4,0.0,1.0,NaN
8,8,24,8.666667,0.6,0.2,3.0,3.0
8,8,26,8.5,0.4,0.4,3.0,3.0
8,8,28,11.0,0.6,0.2,2.3333333,3.0
8,8,30,34.0,0.2,0.0,3.0,NaN
8,8,32,2.4,1.0,0.4,2.2,3.0
8,8,34,17.0,0.4,0.4,2.0,3.0
8,8,36,5.5,0.8,0.2,2.5,3.0
8,8,38,9.0,0.6,0.4,2.3333333,3.0
8,8,40,4.25,0.8,0.6,2.5,3.0
8,8,42,6.0,0.8,0.4,2.5,3.0
8,8,44,6.0,0.8,0.2,2.0,3.0
8,8,46,13.5,0.4,0.2,3.0,3.0
8,8,48,12.666667,0.6,0.2,1.0,3.0
8,8,50,21.0,0.4,0.0,1.0,NaN
8,8,52,5.75,0.8,0.4,2.0,3.0
8,8,54,24.5,0.4,0.0,2.0,NaN
8,8,56,11.25,0.8,0.4,2.0,3.0
8,8,58,15.0,0.4,0.2,2.0,3.0
8,8,60,8.75,0.8,0.2,2.0,3.0
8,8,62,7.5,0.8,0.2,2.0,3.0
8,8,64,11.333333,0.6,0.4,2.3333333,3.0
8,8,66,29.0,0.4,0.0,2.0,NaN
8,8,68,21.666666,0.6,0.4,3.0,3.0
8,8,70,115.0,0.2,0.2,3.0,3.0
8,8,72,29.5,0.4,0.2,2.0,3.0
8,8,74,15.333333,0.6,0.4,1.6666666,3.0
8,8,76,24.333334,0.6,0.2,2.3333333,3.0
8,8,78,34.5,0.4,0.4,3.0,3.0
8,8,80,13.0,0.8,0.4,2.5,3.0
8,8,82,15.333333,0.6,0.4,2.3333333,3.0
8,8,84,7.25,0.8,0.4,2.5,3.0
8,8,86,22.333334,0.6,0.0,3.0,NaN
8,8,88,16.333334,0.6,0.6,1.6666666,3.0
8,8,90,8.0,0.8,0.6,2.5,3.0
8,8,92,20.666666,0.6,0.4,3.0,3.0
8,8,94,36.5,0.4,0.0,2.0,NaN
8,8,96,5.75,0.8,0.2,2.0,3.0
8,8,98,2.8,1.0,0.8,2.2,3.0
8,8,100,16.666666,0.6,0.2,1.6666666,3.0
8,8,102,9.2,1.0,0.4,2.2,3.0
8,8,104,7.5,0.8,0.2,2.0,3.0
8,8,106,29.333334,0.6,0.0,1.0,NaN
8,8,108,15.25,0.8,0.4,2.0,3.0
8,8,110,9.5,0.8,0.4,2.5,3.0
8,8,112,15.25,0.8,0.4,2.5,3.0
8,8,114,2.4,1.0,0.6,1.8,3.0
8,8,116,3.6,1.0,0.6,1.8,3.0
8,8,118,50.5,0.4,0.0,2.0,NaN
8,8,120,14.25,0.8,0.4,2.0,3.0
8,8,122,28.666666,0.6,0.2,2.3333333,3.0
8,8,124,24.666666,0.6,0.2,1.0,3.0
8,8,126,28.333334,0.6,0.6,2.3333333,3.0
8,8,128,3.6,1.0,0.6,2.6,3.0